iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean
0,0,50,graph_p01,0.1,0.24534909427165985,0.10000000149011612,0.21533332765102386,1.9917535114843674,0.4768721917161235,0.11700016032089224,0.0
1,0,50,graph_p01,0.1,0.29449132084846497,0.10000000149011612,0.195250004529953,1.9925580510904115,0.3707603356352559,0.1091857009594467,0.0
2,0,50,graph_p01,0.1,0.3381980359554291,0.10000000149011612,0.1965000033378601,2.0190396138113336,0.3160840740910283,0.10689901305437609,0.0
3,0,50,graph_p01,0.1,0.3772525191307068,0.10000000149011612,0.1977500021457672,2.025714314098608,0.27916546717838003,0.10531587574734451,0.0
4,0,50,graph_p01,0.1,0.40729865431785583,0.10000000149011612,0.19716666638851166,2.001860707618848,0.2539612342362051,0.10343806895330811,0.0
5,0,50,graph_p01,0.1,0.4385546147823334,0.10000000149011612,0.2045833319425583,2.0127791995441333,0.23638305619910913,0.10366688015247097,0.0
6,0,50,graph_p01,0.1,0.463661789894104,0.10000000149011612,0.2082500010728836,2.0065545965701825,0.22149378039218762,0.1026982026670533,0.0
7,0,50,graph_p01,0.1,0.5042923092842102,0.10000000149011612,0.218666672706604,2.0009978298158213,0.20642963542982384,0.10410087755560349,0.0
8,0,50,graph_p01,0.1,0.5341901779174805,0.10000000149011612,0.22200000286102295,2.0119816888365203,0.19257148647749867,0.1028697966232487,0.0
9,0,50,graph_p01,0.1,0.5699517130851746,0.10000000149011612,0.22974999248981476,1.999296214759212,0.18120302999461138,0.10327697736165302,0.0
10,0,50,graph_p01,0.1,0.6011496186256409,0.10000000149011612,0.22358332574367523,1.991415718738507,0.170796275028476,0.10267411559604842,0.0
11,0,50,graph_p01,0.1,0.6618812084197998,0.10000000149011612,0.2172500044107437,2.0090795183528423,0.15828408157383955,0.10476525918571108,0.0
12,0,50,graph_p01,0.1,0.7015019059181213,0.10000000149011612,0.21941666305065155,2.014635607095746,0.146503495949286,0.10277248163209189,0.0
13,0,50,graph_p01,0.1,0.7411549091339111,0.10000000149011612,0.22158333659172058,1.9927860221489229,0.13863724519809087,0.10275167486736679,0.0
14,0,50,graph_p01,0.1,0.7782694697380066,0.10000000149011612,0.22724999487400055,2.0181214405629024,0.1315982160192949,0.10241887379980427,0.0
15,0,50,graph_p01,0.1,0.8154398202896118,0.10000000149011612,0.22699999809265137,1.9935965149973829,0.12546489086967927,0.10230906806342702,0.0
16,0,50,graph_p01,0.1,0.8451840281486511,0.10000000149011612,0.23408333957195282,2.0168573189207732,0.12040191298281705,0.10176177381162069,0.0
17,0,50,graph_p01,0.1,0.8736739158630371,0.10000000149011612,0.226583331823349,1.9994063635951735,0.11639238703582022,0.10168899255823124,0.0
18,0,50,graph_p01,0.1,0.9212650656700134,0.10000000149011612,0.22058333456516266,2.0030228592481256,0.11132763762164999,0.10256226338439683,0.0
19,0,50,graph_p01,0.1,0.9509764313697815,0.10000000149011612,0.23225000500679016,2.011469030575999,0.10697881320008525,0.10173433000919155,0.0
20,0,50,graph_p01,0.1,0.9884870052337646,0.10000000149011612,0.23266667127609253,2.0152469332700735,0.10307504402266608,0.10188834158030365,0.0
21,0,50,graph_p01,0.1,1.0322515964508057,0.10000000149011612,0.23358333110809326,2.0175743259541274,0.09870672579164859,0.10189017527886117,0.0
22,0,50,graph_p01,0.1,1.062167763710022,0.10000000149011612,0.2369166612625122,2.003220926120843,0.09546624253745432,0.10140116534580643,0.0
23,0,50,graph_p01,0.1,1.0931808948516846,0.10000000149011612,0.23350000381469727,1.9915454064849418,0.09277427613183305,0.10141906620101453,0.0
24,0,50,graph_p01,0.1,1.1270474195480347,0.10000000149011612,0.234416663646698,2.0182659706161186,0.09018248824609651,0.10163994066618404,2.583732339189737e-09
25,0,50,graph_p01,0.1,1.1786463260650635,0.10000000149011612,0.22675000131130219,2.0107574778160564,0.08658038924137751,0.10204765768863275,0.0
26,0,50,graph_p01,0.1,1.2128547430038452,0.10000000149011612,0.2251666635274887,2.024681218015892,0.08366454950085393,0.10147294568339069,0.0
27,0,50,graph_p01,0.1,1.2631745338439941,0.10000000149011612,0.22558332979679108,2.033949458833646,0.08057670251086906,0.10178243863285322,0.0
28,0,50,graph_p01,0.1,1.312448501586914,0.10000000149011612,0.21308332681655884,2.006202944041299,0.07761313029461436,0.10186323655863655,0.0
29,0,50,graph_p01,0.1,1.331214427947998,0.10000000149011612,0.22058333456516266,2.032884348429636,0.07587082118347839,0.10100033181970904,0.0
30,0,50,graph_p01,0.1,1.3756111860275269,0.10000000149011612,0.21291667222976685,2.0218056789383776,0.07389462466041247,0.10165027227016893,0.0
31,0,50,graph_p01,0.1,1.4144054651260376,0.10000000149011612,0.22216667234897614,2.0192102926860875,0.07165692603146588,0.10135194779303758,0.0
32,0,50,graph_p01,0.1,1.4420418739318848,0.10000000149011612,0.21958333253860474,2.021024546141874,0.07004175669065228,0.10100314607166934,3.939867779759701e-09
33,0,50,graph_p01,0.1,1.470144271850586,0.10000000149011612,0.21649999916553497,2.014307471647583,0.06875087185590356,0.10107370044369028,1.1955043652564809e-10
34,0,50,graph_p01,0.1,1.540542483329773,0.10000000149011612,0.21958333253860474,2.0186926667250833,0.0662655111540247,0.10208483511233797,0.0
35,0,50,graph_p01,0.1,1.570631742477417,0.10000000149011612,0.2358333319425583,2.040286559969428,0.06438449430796835,0.10112433048345165,1.140223388957835e-11
36,0,50,graph_p01,0.1,1.6168659925460815,0.10000000149011612,0.22966666519641876,2.012335059353737,0.06280932848652204,0.10155426724451333,8.441080656488186e-10
37,0,50,graph_p01,0.1,1.6225205659866333,0.10000000149011612,0.22474999725818634,2.0160848147632486,0.06186304860920818,0.10037406864307107,1.0064293542691141e-08
38,0,50,graph_p01,0.1,1.664123296737671,0.10000000149011612,0.23341666162014008,2.021341544632041,0.060921719104603485,0.1013812520392791,6.7341877487938875e-09
39,0,50,graph_p01,0.1,1.674538493156433,0.10000000149011612,0.2395000010728836,2.008347426480786,0.060121419984433384,0.10067563202715814,2.1088528980234483e-08
40,0,50,graph_p01,0.1,1.7351372241973877,0.10000000149011612,0.23483332991600037,2.0085041847778484,0.058730934256756746,0.10190623024078817,5.7265321044779e-10
41,0,50,graph_p01,0.1,1.7695320844650269,0.10000000149011612,0.23908333480358124,2.022318812345879,0.05721277175126253,0.10123983525503338,2.5470532705750568e-08
42,0,50,graph_p01,0.1,1.7971621751785278,0.10000000149011612,0.234333336353302,2.0028777267456195,0.05598479023686162,0.10061374739899184,0.0
43,0,50,graph_p01,0.1,1.8425078392028809,0.10000000149011612,0.22441667318344116,2.034519015406086,0.05495553953504121,0.10125601240093728,1.3310208024744466e-09
44,0,50,graph_p01,0.1,1.8614412546157837,0.10000000149011612,0.24683333933353424,2.011790756713944,0.05414063629728776,0.10077961395492017,6.931030546647659e-08
45,0,50,graph_p01,0.1,1.915812373161316,0.10000000149011612,0.24691666662693024,2.0177515345427244,0.05284794796672132,0.10124675261083012,4.419331127027908e-08
46,0,50,graph_p01,0.1,1.9798074960708618,0.10000000149011612,0.24008333683013916,2.013972785034976,0.0513140545261127,0.10159194980458686,8.19003296395718e-09
47,0,50,graph_p01,0.1,2.015512704849243,0.10000000149011612,0.24766667187213898,2.0249523594328718,0.05001545312503974,0.10080678121230938,1.8812200932349202e-07
48,0,50,graph_p01,0.1,2.0180251598358154,0.10000000149011612,0.2436666637659073,2.0254699258927116,0.049540666628766945,0.09997431169189026,4.562776798313052e-09
49,0,50,graph_p01,0.1,2.032773733139038,0.10000000149011612,0.2382500022649765,2.0242033706313967,0.04934606071975496,0.10030937606500194,2.541806648040482e-08
50,0,50,graph_p01,0.1,2.0694711208343506,0.10000000149011612,0.22808332741260529,2.0273141634081386,0.04883511411371055,0.10106285834097398,7.509987524038046e-09
51,0,50,graph_p01,0.1,2.1200404167175293,0.10000000149011612,0.24416667222976685,2.0180947960061193,0.04763323962688446,0.10098439318818607,4.245278532003475e-11
52,0,50,graph_p01,0.1,2.1576316356658936,0.10000000149011612,0.22675000131130219,2.010110814201956,0.046883554894615105,0.1011574412331001,0.0
53,0,50,graph_p01,0.1,2.1743507385253906,0.10000000149011612,0.22858333587646484,2.008120530215954,0.04625086778843844,0.10056560853323132,1.4811000846604027e-08
