iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean
0,2,50,graph_p01,0.1,0.23292276263237,0.15000000596046448,0.20816665887832642,2.037976614277189,0.7360503128281346,0.17144287230034927,0.0
1,2,50,graph_p01,0.1,0.2831485867500305,0.15000000596046448,0.19550000131130219,2.036329239598234,0.5857916330849683,0.1658660730380012,0.0
2,2,50,graph_p01,0.1,0.33077272772789,0.15000000596046448,0.19608333706855774,2.022908915144702,0.48945913623880455,0.1618997336050463,0.0
3,2,50,graph_p01,0.1,0.3813129663467407,0.15000000596046448,0.2005833387374878,2.0447172228833317,0.4221162697783223,0.16095840697239314,0.0
4,2,50,graph_p01,0.1,0.43251416087150574,0.15000000596046448,0.20225000381469727,2.0369974633299366,0.36820987120822624,0.15925598347023118,0.0
5,2,50,graph_p01,0.1,0.47302576899528503,0.15000000596046448,0.2070833295583725,2.025004343293538,0.33054103641598315,0.15635442793516893,0.0
6,2,50,graph_p01,0.1,0.512265682220459,0.15000000596046448,0.2097499966621399,2.029721981940653,0.3043719697881628,0.15591931475231813,0.0
7,2,50,graph_p01,0.1,0.5579505562782288,0.15000000596046448,0.2148333340883255,2.0261498517356813,0.2807595018987302,0.15664992026479496,0.0
8,2,50,graph_p01,0.1,0.6042031049728394,0.15000000596046448,0.21391665935516357,2.0506686908279166,0.2577463214044218,0.15573112768787903,1.5486931218925785e-09
9,2,50,graph_p01,0.1,0.6596344113349915,0.15000000596046448,0.218666672706604,2.028209762863332,0.23708001965725864,0.156386139205904,1.7177843016337715e-10
10,2,50,graph_p01,0.1,0.710667610168457,0.15000000596046448,0.21016666293144226,2.047186580279635,0.21918320832429108,0.155766406848879,5.631284870509666e-09
11,2,50,graph_p01,0.1,0.7840575575828552,0.15000000596046448,0.2124166637659073,2.0384785119892546,0.20023987491925557,0.15699958725988794,6.365232452232306e-10
12,2,50,graph_p01,0.1,0.8358633518218994,0.15000000596046448,0.2162500023841858,2.0371245377679803,0.1854407967240722,0.1550031659143065,4.198022622941082e-10
13,2,50,graph_p01,0.1,0.9007765650749207,0.15000000596046448,0.2163333296775818,2.040189697139862,0.17261200729343626,0.15548485102046866,3.7940234163834095e-08
14,2,50,graph_p01,0.1,0.946663498878479,0.15000000596046448,0.2174166589975357,2.036836534238386,0.1625189702268,0.15385077698902985,1.2588883786184772e-08
15,2,50,graph_p01,0.1,1.022487759590149,0.15000000596046448,0.21391665935516357,2.039197313004277,0.1524514686178278,0.15587976059327063,1.4619651922706842e-08
16,2,50,graph_p01,0.1,1.0778707265853882,0.15000000596046448,0.1977500021457672,2.025605152852626,0.14264359518333716,0.15375135558301561,1.6523734137614666e-07
17,2,50,graph_p01,0.1,1.1501562595367432,0.15000000596046448,0.1965833306312561,2.034514928797122,0.13468322930512605,0.15490675923991326,1.0815581249239122e-08
18,2,50,graph_p01,0.1,1.2346855401992798,0.15000000596046448,0.19216667115688324,2.0382808079442905,0.1259047587160711,0.15545278502901222,2.673386335350903e-09
19,2,50,graph_p01,0.1,1.2782536745071411,0.15000000596046448,0.2083333283662796,2.0392022462113313,0.11918324207266172,0.15234641711905395,2.232040071317309e-08
20,2,50,graph_p01,0.1,1.3354525566101074,0.15000000596046448,0.19983333349227905,2.0640516580358423,0.11472968759912032,0.15321605462332416,5.526851377997462e-09
21,2,50,graph_p01,0.1,1.411642074584961,0.15000000596046448,0.20024999976158142,2.0406358041024455,0.10889229142555484,0.1537169401742804,2.757390473584887e-08
22,2,50,graph_p01,0.1,1.4583618640899658,0.15000000596046448,0.19975000619888306,2.0662391101251596,0.10453906097897776,0.1524557798395166,1.6854789394007255e-08
23,2,50,graph_p01,0.1,1.5325204133987427,0.15000000596046448,0.1980833262205124,2.0597399654367043,0.10017971012879301,0.15352745078074406,5.630073570930508e-09
24,2,50,graph_p01,0.1,1.6062860488891602,0.15000000596046448,0.19333332777023315,2.0267587631544166,0.09549678105998922,0.15339514713048327,2.682036410721396e-09
25,2,50,graph_p01,0.1,1.703245759010315,0.15000000596046448,0.2004166692495346,2.046275961307671,0.09066116641517039,0.15441824720356737,1.9002671662312917e-07
26,2,50,graph_p01,0.1,1.798436164855957,0.15000000596046448,0.20125000178813934,2.041355580850332,0.08552443103657828,0.15381022975491163,1.7529826281032975e-07
27,2,50,graph_p01,0.1,1.8692933320999146,0.15000000596046448,0.20541666448116302,2.0278256729296924,0.08211322984209767,0.15349371302102088,4.231873869176212e-08
28,2,50,graph_p01,0.1,1.968666911125183,0.15000000596046448,0.20225000381469727,2.0397854828775897,0.0782466879873364,0.15404166554580553,5.2384731425652524e-08
29,2,50,graph_p01,0.1,2.009639263153076,0.15000000596046448,0.21875,2.030985156522581,0.07551690792595898,0.15176174319992292,3.0886558112457e-08
30,2,50,graph_p01,0.1,2.0357000827789307,0.15000000596046448,0.21275000274181366,2.015521886534299,0.07430349845025275,0.15125963794594366,2.3133076347239513e-08
31,2,50,graph_p01,0.1,2.046156883239746,0.15000000596046448,0.2291666716337204,2.05065534057751,0.07373907063846234,0.15088170695059158,2.6082791882338824e-07
32,2,50,graph_p01,0.1,2.1119883060455322,0.15000000596046448,0.23066666722297668,2.0258060242566795,0.07238460685367938,0.15287544321267413,6.235369261491251e-08
33,2,50,graph_p01,0.1,2.1675381660461426,0.15000000596046448,0.23741666972637177,2.0397208145974823,0.07016171713670095,0.152078199689133,3.9668137391740895e-08
34,2,50,graph_p01,0.1,2.1464478969573975,0.15000000596046448,0.2613333463668823,2.019579816152583,0.06992959965158392,0.15010024210721506,1.0437049640695848e-07
35,2,50,graph_p01,0.1,2.204228162765503,0.15000000596046448,0.2617500126361847,2.0400610332015074,0.06879135773137764,0.151631848066379,1.086745582760077e-07
36,2,50,graph_p01,0.1,2.2429001331329346,0.15000000596046448,0.2384166717529297,2.054277809198808,0.06749121152140476,0.1513760473066618,1.0271056738900583e-07
37,2,50,graph_p01,0.1,2.296386957168579,0.15000000596046448,0.26733332872390747,2.041872631741205,0.06650817935113554,0.15272851560697626,1.8991081924558025e-07
38,2,50,graph_p01,0.1,2.4141194820404053,0.15000000596046448,0.2527500092983246,2.0721864602011113,0.06376458402309153,0.1539353245543476,1.739907576731962e-07
39,2,50,graph_p01,0.1,2.4559521675109863,0.15000000596046448,0.2643333375453949,2.0392567678182214,0.06171839765652462,0.15157743249984662,4.1484889345143895e-08
40,2,50,graph_p01,0.1,2.4121203422546387,0.15000000596046448,0.27274999022483826,2.035928180191183,0.06198633745036743,0.14951850550589182,8.768190012613202e-08
41,2,50,graph_p01,0.1,2.41064190864563,0.15000000596046448,0.29766666889190674,2.040343447070983,0.06242058384749624,0.15047367538490292,9.22530130714441e-08
42,2,50,graph_p01,0.1,2.5962793827056885,0.15000000596046448,0.28349998593330383,2.0434904871594712,0.05982528537235878,0.15532315497673932,1.7207009029306674e-07
43,2,50,graph_p01,0.1,2.585080862045288,0.15000000596046448,0.29466667771339417,2.042822189051313,0.058128238897080776,0.15026619791724002,1.2918972282196763e-07
44,2,50,graph_p01,0.1,2.6052496433258057,0.15000000596046448,0.27908334136009216,2.043910492513398,0.05806726785721602,0.15127972887391605,1.35611432700742e-07
45,2,50,graph_p01,0.1,2.5797860622406006,0.15000000596046448,0.2860833406448364,2.0505065346326403,0.05809901733365324,0.1498830351472337,1.1583429634267658e-07
46,2,50,graph_p01,0.1,2.5942835807800293,0.15000000596046448,0.2965833246707916,2.0450101591888123,0.05844699243704478,0.1516280728253998,1.392825706748097e-07
47,2,50,graph_p01,0.1,2.5378966331481934,0.15000000596046448,0.29341667890548706,2.0612138226473085,0.05873358644269131,0.14905977128562464,1.6384412496153435e-07
48,2,50,graph_p01,0.1,2.6520237922668457,0.15000000596046448,0.3166666626930237,2.0454376556531146,0.05779935534077662,0.15328526554142538,8.103441968023696e-08
49,2,50,graph_p01,0.1,2.6489412784576416,0.15000000596046448,0.30816665291786194,2.029378458219408,0.05679084574458776,0.150435615531359,2.0347419927287422e-07
50,2,50,graph_p01,0.1,2.7491204738616943,0.15000000596046448,0.3096666634082794,2.034871700150823,0.05545925176529973,0.1524641644930358,1.4826421242973307e-07
51,2,50,graph_p01,0.1,2.9268200397491455,0.15000000596046448,0.3164166510105133,2.0448423139492258,0.05276614157138047,0.15443700057135684,4.579330127239257e-08
52,2,50,graph_p01,0.1,2.972644329071045,0.15000000596046448,0.30425000190734863,2.0321660843263896,0.050823173216647574,0.15107921764786283,1.2499738807262974e-07
53,2,50,graph_p01,0.1,2.948436737060547,0.15000000596046448,0.30383333563804626,2.05180902547134,0.050816133839112744,0.14982815584662562,2.3090719808623502e-07
54,2,50,graph_p01,0.1,2.9679040908813477,0.15000000596046448,0.3058333396911621,2.04783348556332,0.0508348417226915,0.1508729347080819,7.996951905408234e-08
55,2,50,graph_p01,0.1,3.093946933746338,0.15000000596046448,0.312416672706604,2.050866729027971,0.04931796623600854,0.15258717041450404,7.272061095540704e-08
56,2,50,graph_p01,0.1,3.045222759246826,0.15000000596046448,0.2997500002384186,2.0553278598796436,0.04894201123604068,0.14903932649930496,6.531519483049119e-08
57,2,50,graph_p01,0.1,2.98738956451416,0.15000000596046448,0.30683332681655884,2.0276810268923224,0.049964968956730985,0.1492648268526121,2.1219257458051068e-07
58,2,50,graph_p01,0.1,3.0487265586853027,0.15000000596046448,0.2994999885559082,2.03580947773945,0.0498113053402415,0.15186104951357732,4.4837899024850694e-08
59,2,50,graph_p01,0.1,3.1327626705169678,0.15000000596046448,0.3189166784286499,2.0360662946822465,0.04861636189398942,0.15230352371783365,9.290676846247021e-08
60,2,50,graph_p01,0.1,3.2298073768615723,0.15000000596046448,0.3152500092983246,2.0696979567960456,0.04706114665777595,0.1519984386388491,1.3016589847835138e-07
61,2,50,graph_p01,0.1,3.1916515827178955,0.15000000596046448,0.29091665148735046,2.039856362346284,0.04697854604434084,0.14993915083620596,3.704680541495021e-08
62,2,50,graph_p01,0.1,3.390808343887329,0.15000000596046448,0.31150001287460327,2.0542552153562643,0.045409121253976115,0.15397362723657368,4.759495863733061e-08
63,2,50,graph_p01,0.1,3.388188600540161,0.15000000596046448,0.3097499907016754,2.0342872971755073,0.04436091281197689,0.1503031390990961,7.134210954925543e-07
64,2,50,graph_p01,0.1,3.488711357116699,0.15000000596046448,0.31466665863990784,2.0353247855651984,0.04372834208662863,0.15255556366550543,9.476023078399691e-08
65,2,50,graph_p01,0.1,3.662804126739502,0.15000000596046448,0.31191667914390564,2.0418156587294543,0.0419823228209107,0.1537730252785417,5.7389671476788034e-08
66,2,50,graph_p01,0.1,3.782965660095215,0.15000000596046448,0.312416672706604,2.0462430340962277,0.04029541755164111,0.15243618085705632,2.1332797053419344e-07
67,2,50,graph_p01,0.1,3.873289108276367,0.15000000596046448,0.3164166510105133,2.036394630515672,0.03911354334817992,0.15149806143660086,1.4533774952758044e-07
68,2,50,graph_p01,0.1,3.9650352001190186,0.15000000596046448,0.3101666569709778,2.0361882520201444,0.038289277986795815,0.15181833500478767,2.1411187207742095e-07
69,2,50,graph_p01,0.1,4.0813069343566895,0.15000000596046448,0.3154999911785126,2.0402426984488824,0.03734910202523072,0.1524331490875696,1.8400263308540303e-07
70,2,50,graph_p01,0.1,4.051778316497803,0.15000000596046448,0.3060833215713501,2.034120279778209,0.03699585734694092,0.14989901259858116,1.784446499648513e-08
71,2,50,graph_p01,0.1,4.242108345031738,0.15000000596046448,0.31216666102409363,2.054821339401382,0.03621348531709777,0.15362152826634476,4.3876852784808096e-08
72,2,50,graph_p01,0.1,4.345049858093262,0.15000000596046448,0.31216666102409363,2.0244138703371086,0.03504854246146149,0.1522876644485489,8.684109196237501e-08
73,2,50,graph_p01,0.1,4.407181262969971,0.15000000596046448,0.304583340883255,2.040090476145485,0.03439555361315056,0.15158743941335623,3.4132508473228016e-07
74,2,50,graph_p01,0.1,4.618119239807129,0.15000000596046448,0.31850001215934753,2.048368100292498,0.03316657134780177,0.15316718125971923,1.4548505212403835e-07
75,2,50,graph_p01,0.1,4.6543779373168945,0.15000000596046448,0.3031666576862335,2.033128276579427,0.0324421270026101,0.15099792016058114,9.203438060658544e-08
76,2,50,graph_p01,0.1,4.931880950927734,0.15000000596046448,0.328083336353302,2.0586032142293536,0.031121193679670492,0.15348602227889951,6.669665010241361e-08
