iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms
0,0,16,graph_p01,0.1,0.03311241790652275,0.5,0.0004322947934269905,0.9275883762047525
1,0,16,graph_p01,0.1,0.051947806030511856,0.5,0.0008964458829723299,0.8800717063437217
2,0,16,graph_p01,0.1,0.15575292706489563,0.5,0.0037073397543281317,0.9791807817482405
3,0,16,graph_p01,0.1,0.5050603151321411,0.5,0.0057596731930971146,0.9837532444483562
4,0,16,graph_p01,0.1,0.91525799036026,0.5,0.006604253314435482,0.9410509476101507
5,0,16,graph_p01,0.1,1.4015496969223022,0.5,0.00677881296724081,0.9505907746224405
6,0,16,graph_p01,0.1,1.9729657173156738,0.5,0.00692429905757308,0.9698965738304347
7,0,16,graph_p01,0.1,2.6342692375183105,0.5,0.006948596797883511,0.9522314531606089
8,0,16,graph_p01,0.1,3.398343324661255,0.5,0.0069842105731368065,0.8709622309695642
9,0,16,graph_p01,0.1,4.301657676696777,0.5,0.00705300085246563,1.0256387595262144
10,0,16,graph_p01,0.1,5.2830119132995605,0.5,0.007106923498213291,1.0424062984442108
11,0,16,graph_p01,0.1,6.352421283721924,0.5,0.007148840464651585,1.1660593277791498
12,0,16,graph_p01,0.1,7.613522052764893,0.5,0.007310893852263689,1.1610901714058335
13,0,16,graph_p01,0.1,8.888843536376953,0.5,0.007328997831791639,1.1107283611246592
14,0,16,graph_p01,0.1,10.214252471923828,0.5,0.0074015650898218155,1.1033014651195752
15,0,16,graph_p01,0.1,11.643083572387695,0.5,0.007363578304648399,1.1506460103162912
16,0,16,graph_p01,0.1,13.214849472045898,0.5,0.007529419846832752,1.110262769854007
17,0,16,graph_p01,0.1,14.707703590393066,0.5,0.007494661491364241,1.1261647762059135
18,0,16,graph_p01,0.1,16.11269187927246,0.5,0.007588786538690329,1.1724335420896952
19,0,16,graph_p01,0.1,17.757244110107422,0.5,0.007714163511991501,1.113283123064205
20,0,16,graph_p01,0.1,19.302825927734375,0.5,0.007663917727768421,1.1532440881190211
21,0,16,graph_p01,0.1,20.798002243041992,0.5,0.007753937039524317,1.081358266649673
22,0,16,graph_p01,0.1,22.438661575317383,0.5,0.0077916765585541725,1.1077749277940292
23,0,16,graph_p01,0.1,23.98349380493164,0.5,0.007815678603947163,1.140283550003438
24,0,16,graph_p01,0.1,25.655149459838867,0.5,0.007897494360804558,1.1005391547509393
25,0,16,graph_p01,0.1,27.141141891479492,0.5,0.007966381497681141,1.052846225414373
26,0,16,graph_p01,0.1,28.772911071777344,0.5,0.008031626231968403,1.1855188960258343
27,0,16,graph_p01,0.1,30.448909759521484,0.5,0.008127695880830288,1.0935698460415884
28,0,16,graph_p01,0.1,31.994264602661133,0.5,0.008118023164570332,1.117299128546865
29,0,16,graph_p01,0.1,33.52777862548828,0.5,0.008231072686612606,1.16122295794845
30,0,16,graph_p01,0.1,35.14383316040039,0.5,0.008389268070459366,1.1068841753960499
31,0,16,graph_p01,0.1,36.62665939331055,0.5,0.008428476750850677,0.8964264777566154
32,0,16,graph_p01,0.1,38.26315689086914,0.5,0.008474014699459076,0.9985425594874998
33,0,16,graph_p01,0.1,39.87735366821289,0.5,0.00859098881483078,1.1576701111095198
34,0,16,graph_p01,0.1,41.39794921875,0.5,0.00862954556941986,1.2148242650919345
35,0,16,graph_p01,0.1,42.96603012084961,0.5,0.008759621530771255,1.2259575341280045
36,0,16,graph_p01,0.1,44.43291473388672,0.5,0.008780148811638355,1.1983821333189322
37,0,16,graph_p01,0.1,46.01838302612305,0.5,0.008837097324430943,1.2155099817406039
38,0,16,graph_p01,0.1,47.48959732055664,0.5,0.00886159110814333,1.1560736650767105
39,0,16,graph_p01,0.1,48.889068603515625,0.5,0.008948739618062973,1.0071497397167684
40,0,16,graph_p01,0.1,50.367103576660156,0.5,0.009039201773703098,0.9605934039932941
41,0,16,graph_p01,0.1,51.793540954589844,0.5,0.009054386056959629,0.9811634055690125
42,0,16,graph_p01,0.1,53.5333366394043,0.5,0.00915477890521288,1.033567278550941
43,0,16,graph_p01,0.1,54.9300422668457,0.5,0.009136897511780262,0.9710491079334004
44,0,16,graph_p01,0.1,56.17510986328125,0.5,0.009166432544589043,1.0046023238179
45,0,16,graph_p01,0.1,57.59569549560547,0.5,0.009239445440471172,1.0462394126859311
46,0,16,graph_p01,0.1,59.15799331665039,0.5,0.009371377527713776,0.9433486793236553
47,0,16,graph_p01,0.1,60.49894332885742,0.5,0.00937644299119711,0.9773058071279217
48,0,16,graph_p01,0.1,61.95051574707031,0.5,0.009363410994410515,0.9627664460244959
49,0,16,graph_p01,0.1,63.11094665527344,0.5,0.009308730252087116,0.9871035206555144
50,0,16,graph_p01,0.1,64.56501007080078,0.5,0.00941737275570631,1.0286217802035573
51,0,16,graph_p01,0.1,65.9186782836914,0.5,0.00944517645984888,1.0134503618506383
