iter_tag,n,R,p,trials,SND_full,HT_mean,HT_std,HT_se,HT_CI95_halfwidth,bias,bias_over_se
iter0,8,32768,0.1,2000,0.002616545185446739,0.002604790002282243,0.0015580945307224524,3.484005286066038e-05,6.828650360689435e-05,-1.1755183164496169e-05,-0.3374042861390008
iter0,8,32768,0.25,2000,0.002616545185446739,0.002616432662391162,0.000890626136210904,1.9915005831055682e-05,3.9033411428869134e-05,-1.1252305557717807e-07,-0.005650164329940008
iter0,8,32768,0.5,2000,0.002616545185446739,0.002614201863092603,0.0005077506683868907,1.135365010134041e-05,2.2253154198627203e-05,-2.3433223541361424e-06,-0.20639374414572545
iter0,8,32768,0.75,2000,0.002616545185446739,0.0026173951641540044,0.000291936094411989,6.527889521910038e-06,1.2794663462943674e-05,8.499787072652198e-07,0.13020727517099875
iter100,8,32768,0.1,2000,0.10956220328807831,0.11108996016532183,0.06529208290601062,0.0014599753577039173,0.002861551701099678,0.001527756877243519,1.0464264819141884
iter100,8,32768,0.25,2000,0.10956220328807831,0.10841329565783962,0.03626084886239293,0.0008108172297815651,0.0015892017703718676,-0.0011489076302386853,-1.4169748594861533
iter100,8,32768,0.5,2000,0.10956220328807831,0.11010091926902532,0.02086551361909887,0.0004665670683775273,0.0009144714540199535,0.0005387159809470132,1.1546378162101787
iter100,8,32768,0.75,2000,0.10956220328807831,0.10990987600013613,0.011927288740799154,0.00026670228411694775,0.0005227364768692176,0.0003476727120578227,1.3035985545042044
