iter_tag,n,R,SND_full,GraphSND_K4_via_D,GraphSND_K4_direct,abs_err_D_path,abs_err_direct_path
iter0,4,16384,0.0028161571826785803,0.0028161571826785803,0.0028161571826785803,0.0,0.0
iter100,4,16384,0.09658945351839066,0.09658945351839066,0.09658945351839066,0.0,0.0
