des,seed,applied_late_mean,applied_late_std,reward_late_mean,reward_late_std,snd_t_late_mean,scaling_late_mean,metric_time_mean,metric_time_median,tracking_err_abs,tracking_err_rel
0.12,0,0.12021050614030841,0.0006472730727012989,0.3193449991941452,0.007408090548744646,8.406391754150391,0.014305133041408274,2.348525895532165,2.460785051031659,0.0005417416867550526,0.0045145140562921045
0.12,1,0.1202023562291871,0.0007375040440059535,0.2986816644668579,0.01026423379517649,7.606402950286865,0.015808195663064118,1.9830460504526062,1.9725484812321763,0.0005953474882706694,0.004961229068922246
0.12,2,0.12055948714596669,0.0008183928412773631,0.26590999990701675,0.013570831138926634,6.956181182861328,0.017481756788367973,1.9675601660186703,1.966376262889416,0.0007819118939787137,0.006515932449822614
0.14,0,0.14034776481105432,0.0007396236504423661,0.34993666410446167,0.006946458728102728,8.268702135086059,0.017010029022064426,1.9582318024892407,1.95836042101426,0.0006640302620789861,0.004743073300564186
0.14,1,0.14048402269429058,0.0007211308659963738,0.34299000024795534,0.005982153373276598,9.195581350326538,0.015393942870337607,2.072739138515378,2.047129557899165,0.0007045667695493208,0.005032619782495148
0.14,2,0.14023150914075833,0.000847787252309643,0.3223333323001862,0.0074641024286498225,6.19128849029541,0.022688916809304956,2.0938213821105514,2.0040277870268457,0.0006509391875621013,0.00464956562544358
0.15,0,0.15027362167147632,0.0008525236552560584,0.3522116649150848,0.004475562249977527,8.54707311630249,0.01758711277072623,2.0843486194273697,2.0805889477573887,0.00064469351031954,0.0042979567354636
0.15,1,0.1502395717113017,0.0007042341027035692,0.33981666445732117,0.0069028120274850086,7.773389806747437,0.01933121742653069,2.015810940330706,2.0159672904776893,0.0005815550519488994,0.0038770336796593295
0.15,2,0.15027095992136144,0.0007833842421669522,0.35747499883174894,0.010677495339851007,8.39749135017395,0.017907533278619752,2.0590720032031444,2.0448423139492258,0.0006663258113115545,0.004442172075410363
