des,applied_mean,applied_sem,reward_mean,reward_sem,scaling_mean,snd_t_mean,metric_time_mean,metric_time_median,tracking_err_rel_mean
0.12,0.12032411650515407,0.00011770883453141232,0.2946455545226733,0.015556803707863798,0.015865028497613454,7.6563252957661945,2.099710704001147,2.1332365983844173,0.005330558525012322
0.14,0.14035443221536772,7.297057486773023e-05,0.3384199988842011,0.008289544941727674,0.01836429623390233,7.885190658569336,2.04159744103839,2.003172588646757,0.004808419569500971
0.15,0.15026138443471315,1.0933395407144129e-05,0.34983444273471836,0.0052342647427279345,0.018275287825292225,8.239318091074626,2.05307718765374,2.0471328507281012,0.004205720830177764
