iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean,iter_time_ms
0,1,50,full,1.0,0.23424524068832397,0.11999999731779099,0.2160833328962326,18.871865366775268,0.5946117403330626,0.13928497023042144,0.0,51968.796503031626
1,1,50,full,1.0,0.28518354892730713,0.11999999731779099,0.19866666197776794,18.729836262408988,0.46319391385272696,0.13209528419405003,0.0,51976.18145798333
2,1,50,full,1.0,0.32754984498023987,0.11999999731779099,0.2029999941587448,18.928306571345914,0.3920638027014556,0.12842043779722512,0.0,52312.82271601958
3,1,50,full,1.0,0.3663514256477356,0.11999999731779099,0.20908333361148834,19.482838321710005,0.3456519924932056,0.12663010022786628,0.0,52307.311423996
4,1,50,full,1.0,0.39637792110443115,0.11999999731779099,0.1927500069141388,19.74789780193802,0.3142995105849372,0.12458138660979756,0.0,52346.92549100146
5,1,50,full,1.0,0.4215022921562195,0.11999999731779099,0.20933333039283752,19.475933977971888,0.29389207738417167,0.12387618426398139,0.0,52273.40749197174
6,1,50,full,1.0,0.442280113697052,0.11999999731779099,0.2058333307504654,19.503714352052796,0.27774943002948055,0.12284304949273005,0.0,52273.4444590169
7,1,50,full,1.0,0.47690680623054504,0.11999999731779099,0.21850000321865082,18.853373507994952,0.2613487480967133,0.12463899676715479,0.0,52089.45823798422
8,1,50,full,1.0,0.5051357746124268,0.11999999731779099,0.22049999237060547,18.90733590418542,0.24477618397385986,0.12364520729830958,0.0,52120.582437026314
9,1,50,full,1.0,0.549662172794342,0.11999999731779099,0.22808332741260529,19.85355964409084,0.2274289611864973,0.1250090969621302,1.8199468236458473e-10,52379.31689701509
10,1,50,full,1.0,0.5944705009460449,0.11999999731779099,0.23266667127609253,19.456898502755426,0.20958781915682334,0.12459377584634584,2.066587559515601e-11,52285.41989403311
11,1,50,full,1.0,0.6350969076156616,0.11999999731779099,0.2303333282470703,19.8318013184083,0.19503224425845675,0.12386437521388825,0.0,52337.92091102805
12,1,50,full,1.0,0.6798063516616821,0.11999999731779099,0.22291666269302368,18.88382907469619,0.1819168750886564,0.12366824715971345,0.0,52092.06344198901
13,1,50,full,1.0,0.7167162299156189,0.11999999731779099,0.22958333790302277,18.924717918573016,0.17175874047809178,0.12310227693051315,3.2106913013026144e-11,52133.840149967
14,1,50,full,1.0,0.748954176902771,0.11999999731779099,0.2449166625738144,18.97412152525417,0.16384369212168234,0.12271141757370563,0.0,52256.49964099284
15,1,50,full,1.0,0.7988849878311157,0.11999999731779099,0.23141667246818542,19.52881174834652,0.15480147059316987,0.12366857095106333,0.0,52335.01102804439
16,1,50,full,1.0,0.8456164002418518,0.11999999731779099,0.2254166603088379,19.786733314308716,0.14584895582110793,0.12333226900047817,1.7880401840212294e-10,52356.90799501026
17,1,50,full,1.0,0.8813573718070984,0.11999999731779099,0.23800000548362732,18.92477467837226,0.13934246566560532,0.12281050932015874,6.37718073918062e-08,52109.89653097931
18,1,50,full,1.0,0.9349837899208069,0.11999999731779099,0.22699999809265137,18.848499635027515,0.1318341820880219,0.12326282320976846,1.2708316910120738e-09,52094.364057003986
