iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean,iter_time_ms
0,0,50,full,1.0,0.23610608279705048,0.14000000059604645,0.21533332765102386,18.4470254104343,0.6814852824917546,0.16090282053296953,0.0,51993.69644402759
1,0,50,full,1.0,0.28804346919059753,0.14000000059604645,0.20258332788944244,18.408131271954282,0.5375858741777915,0.15484810018603112,0.0,51856.288097042125
2,0,50,full,1.0,0.33719995617866516,0.14000000059604645,0.19841666519641876,18.509722704766318,0.448932103978263,0.15137988578866624,0.0,51927.16010904405
3,0,50,full,1.0,0.38312894105911255,0.14000000059604645,0.20283333957195282,18.553771680928076,0.3887865803859852,0.14895539084127604,0.0,52014.40076401923
4,0,50,full,1.0,0.4189075827598572,0.14000000059604645,0.1993333399295807,19.423024595663364,0.34948219778361145,0.14640074269113498,0.0,52186.98522099294
5,0,50,full,1.0,0.4569368064403534,0.14000000059604645,0.2057500034570694,18.855092452011174,0.3196197153241546,0.14604601199559408,0.0,52079.546179040335
6,0,50,full,1.0,0.4920929968357086,0.14000000059604645,0.21283333003520966,18.57232333277352,0.2950330955010873,0.14518372013084588,0.0,51970.04515101435
7,0,50,full,1.0,0.5344220995903015,0.14000000059604645,0.2173333317041397,18.657705145974266,0.27270127678358996,0.14573758889964208,0.0,52164.01486098766
8,0,50,full,1.0,0.5793001055717468,0.14000000059604645,0.22166666388511658,19.130226433130535,0.2519799399707052,0.14597200582699196,7.35534392241014e-10,52160.42233695043
9,0,50,full,1.0,0.6250185370445251,0.14000000059604645,0.22808332741260529,19.437596264200423,0.23231290098693635,0.14519986951142458,2.6258126208357745e-10,52227.230982040055
10,0,50,full,1.0,0.6667289733886719,0.14000000059604645,0.22691667079925537,19.1447790847936,0.21694608794318304,0.14464424249504695,6.73619731985026e-08,52079.84842598671
11,0,50,full,1.0,0.7337450981140137,0.14000000059604645,0.23100000619888306,19.15985948095719,0.1999326099952062,0.1466995725371234,1.901917649168213e-07,52135.72071201634
12,0,50,full,1.0,0.8023084402084351,0.14000000059604645,0.2293333262205124,18.594371822998962,0.1820203901441009,0.1460364953026444,5.1635035838818005e-08,52008.8130380027
13,0,50,full,1.0,0.8612715601921082,0.14000000059604645,0.21966665983200073,18.593203276180216,0.1680954921576712,0.14477586679189774,6.712781924458591e-09,52017.49945798656
14,0,50,full,1.0,0.908016562461853,0.14000000059604645,0.2395833283662796,18.67063401754152,0.1584371605956996,0.1438635659303237,1.239887806373786e-08,52182.68391903257
15,0,50,full,1.0,0.951880156993866,0.14000000059604645,0.23158332705497742,19.15862162110258,0.15057024668764185,0.14332483005563765,4.8494424101066774e-08,52143.314704007935
16,0,50,full,1.0,1.0019042491912842,0.14000000059604645,0.23791666328907013,19.139317327170392,0.14323094774175574,0.14350369515815983,1.1834695528094656e-10,52144.59647401236
