n,d,graph_family,graph_seed,num_edges,n_pairs,edge_fraction,SND,SND_G_u,ratio,ratio_reciprocal,abs_distortion,lower_bound,pi_G,upper_bound,lambda_2,spectral_gap,d_max,is_ramanujan,ramanujan_bound,time_full_ms,time_graph_ms,data_source,D_nuclear_norm,D_op_norm,D_fro_norm,D_max_entry,D_nuclear_over_n_snd,D_nuclear_over_n_dmax,D_stable_rank,diagnostic_SND_recomputed,spectral_rel_bound,spectral_abs_bound
50,24,random_regular,42758,600,1225,0.4897959183673469,0.0046265386044979,0.0046267630532383,0.9999514890350122,1.0000485133184156,2.2444874048233038e-07,0.4897959183673469,8.05234765234765,3.944007013394768,6.485094923851561,0.729787711506185,24,True,9.591663046625438,148.5520025889855,72.87537600495853,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,0.5706848832122796,0.002640295643184987
50,24,bernoulli,2573,619,1225,0.5053061224489795,0.0046265386044979,0.0046138511970639,1.002749851889905,0.9972576890590188,1.2687407433986664e-05,0.5053061224489795,8.939649033457084,4.517259389150967,5.462556973215005,0.8292950945870311,32,True,11.135528725660045,148.86120401788503,74.92195280501619,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,bernoulli,12573,586,1225,0.4783673469387755,0.0046265386044979,0.0046197897754609,1.001460851979196,0.9985412789962697,6.748829036951065e-06,0.4783673469387755,8.835209235209234,4.226475601496009,5.821640839334488,0.7992537641608797,29,True,10.583005244258365,149.0110746002756,71.25252021360211,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,bernoulli,22573,609,1225,0.4971428571428571,0.0046265386044979,0.0046326317824423,0.9986847264728624,1.0013170057499354,6.093177944421768e-06,0.4971428571428571,8.370673564481612,4.1614205720565725,6.241077228429838,0.7986749281151665,31,True,10.954451150103322,149.5440196013078,74.26953999674879,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,bernoulli,32573,609,1225,0.4971428571428571,0.0046265386044979,0.0046235788613557,1.000640141161399,0.999360268357158,2.9597431421279907e-06,0.4971428571428571,8.226674142850612,4.089832288160018,5.5895312785002735,0.8253271475468664,32,True,11.135528725660045,149.07504879520275,73.97842308855616,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,bernoulli,42573,624,1225,0.5093877551020408,0.0046265386044979,0.0046236524358391,1.0006242183422702,0.9993761710631944,2.886168658733368e-06,0.5093877551020408,8.24642302142302,4.200626910504461,5.769239152304368,0.8303164955204598,34,True,11.489125293076055,148.70091510820205,75.96535900374874,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,uniform,3431,600,1225,0.4897959183673469,0.0046265386044979,0.0046320408582687,0.998812131857385,1.001189280851451,5.502253770828247e-06,0.4897959183673469,8.78405936169094,4.302396422052706,5.604215949167243,0.8192188403494438,31,True,10.954451150103322,148.60863009816967,72.59085368714295,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,uniform,13431,600,1225,0.4897959183673469,0.0046265386044979,0.0046295616775751,0.9993470066309204,1.000653420048038,3.0230730772018433e-06,0.4897959183673469,8.671076146076143,4.24705770420056,5.652994500038306,0.8337354558812262,34,True,11.489125293076055,148.4661279944703,72.64731241157278,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,uniform,23431,600,1225,0.4897959183673469,0.0046265386044979,0.0046206987462937,1.0012638474232518,0.9987377478708492,5.839858204126358e-06,0.4897959183673469,9.620121218650628,4.7118961070941845,5.45692813169479,0.8346385414637942,33,True,11.31370849898476,148.408483795356,73.43025000882335,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,24,uniform,33431,600,1225,0.4897959183673469,0.0046265386044979,0.004616058897227,1.0022702715680591,0.997734870890157,1.0479707270860672e-05,0.4897959183673469,11.288239538239536,5.528933651382631,6.641533765032892,0.7987414010596093,33,True,11.31370849898476,149.05374140944332,72.68932750448585,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
