n,d,graph_family,graph_seed,num_edges,n_pairs,edge_fraction,SND,SND_G_u,ratio,ratio_reciprocal,abs_distortion,lower_bound,pi_G,upper_bound,lambda_2,spectral_gap,d_max,is_ramanujan,ramanujan_bound,time_full_ms,time_graph_ms,data_source
100,7,random_regular,40790,350,4950,0.0707070707070707,0.5182570219039917,0.5181476473808289,1.000211087561076,0.9997889569874788,0.0001093745231628418,0.0707070707070707,95.72733197875547,6.768599230821094,4.469136023428145,0.3615519966531221,7,True,4.898979485566356,617.2342981037218,43.715917790541425,checkpoint
100,7,bernoulli,1588,359,4950,0.07252525252525252,0.5182570219039917,0.5216666460037231,0.9934639791026488,1.0065790215194867,0.0034096240997314453,0.07252525252525252,198.0,14.36,4.893141885506739,0.6504898653209472,14,True,7.211102550927978,618.8778871030081,44.85337201622315,checkpoint
100,7,bernoulli,11588,357,4950,0.07212121212121213,0.5182570219039917,0.5106841921806335,1.014828792117144,0.9853878878562286,0.007572829723358154,0.07212121212121213,139.1429061031847,10.035155046229685,5.083648521864488,0.6089501137027318,13,True,6.928203230275509,616.4898535062093,44.519644195679575,checkpoint
100,7,bernoulli,21588,353,4950,0.07131313131313131,0.5182570219039917,0.5238853096961975,0.9892566413143562,1.010860031903723,0.0056282877922058105,0.07131313131313131,198.0,14.12,4.897019499329393,0.6233061923592774,13,True,6.928203230275509,617.031381308334,43.99192181881517,checkpoint
100,7,bernoulli,31588,371,4950,0.07494949494949495,0.5182570219039917,0.5233943462371826,0.9901846010180957,1.0099126960486078,0.005137324333190918,0.07494949494949495,198.0,14.84,5.026472273391527,0.6858454829130296,16,True,7.745966692414834,616.1691671994049,46.15027529653162,checkpoint
100,7,bernoulli,41588,354,4950,0.07151515151515152,0.5182570219039917,0.5116320252418518,1.012948752883497,0.9872167739516567,0.006624996662139893,0.07151515151515152,126.21377382507413,9.026197158399242,4.959496280136408,0.6457502657045423,14,True,7.211102550927978,615.3347783954814,44.08708490082063,checkpoint
100,7,uniform,1709,350,4950,0.0707070707070707,0.5182570219039917,0.5129919648170471,1.0102634299327131,0.9898408379155161,0.00526505708694458,0.0707070707070707,140.8104365504823,9.956293493468445,4.904138942193767,0.6227585429081718,13,True,6.928203230275509,615.0652141019236,43.512241600546986,checkpoint
100,7,uniform,11709,350,4950,0.0707070707070707,0.5182570219039917,0.5167298913002014,1.0029553750024944,0.9970533335020144,0.0015271306037902832,0.0707070707070707,198.0,14.0,5.071016440547087,0.6099218122656087,13,True,6.928203230275509,617.488005902851,43.64576589432545,checkpoint
100,7,uniform,21709,350,4950,0.0707070707070707,0.5182570219039917,0.516691267490387,1.0030303481249252,0.9969788071411895,0.0015657544136047363,0.0707070707070707,143.16451193290854,10.122743267983433,5.125876116137412,0.6796327427414117,16,True,7.745966692414834,614.6844083094038,43.580873403698206,checkpoint
100,7,uniform,31709,350,4950,0.0707070707070707,0.5182570219039917,0.5165525674819946,1.0032996727328365,0.9967111792991532,0.0017044544219970703,0.0707070707070707,168.82642357642354,11.937221869040048,5.129188784858142,0.6580540810094572,15,True,7.483314773547883,615.8670106029604,43.53121210588142,checkpoint
100,7,uniform,41709,350,4950,0.0707070707070707,0.5182570219039917,0.5231197476387024,0.9907043736034428,1.0093828458258913,0.004862725734710693,0.0707070707070707,198.0,14.0,5.101300477750144,0.6075922709422966,13,True,6.928203230275509,613.4682620002422,43.48517039907165,checkpoint
100,7,knn,1510,449,4950,0.09070707070707071,0.5182570219039917,0.5183229446411133,0.9998728153214069,1.0001272008565931,6.592273712158203e-05,0.09070707070707071,596.545275613468,54.11087449503982,9.098442926642916,0.30011977487362185,13,False,6.928203230275509,617.7091429126449,55.9540513146203,checkpoint
100,7,knn,11510,449,4950,0.09070707070707071,0.5182570219039917,0.5183229446411133,0.9998728153214069,1.0001272008565931,6.592273712158203e-05,0.09070707070707071,596.545275613468,54.11087449503982,9.098442926642916,0.30011977487362185,13,False,6.928203230275509,618.6139684868976,56.15412559127435,checkpoint
100,7,knn,21510,449,4950,0.09070707070707071,0.5182570219039917,0.5183229446411133,0.9998728153214069,1.0001272008565931,6.592273712158203e-05,0.09070707070707071,596.545275613468,54.11087449503982,9.098442926642916,0.30011977487362185,13,False,6.928203230275509,618.1721255998127,56.14193059154786,checkpoint
100,7,knn,31510,449,4950,0.09070707070707071,0.5182570219039917,0.5183229446411133,0.9998728153214069,1.0001272008565931,6.592273712158203e-05,0.09070707070707071,596.545275613468,54.11087449503982,9.098442926642916,0.30011977487362185,13,False,6.928203230275509,617.1564500953536,55.96439150394872,checkpoint
100,7,knn,41510,449,4950,0.09070707070707071,0.5182570219039917,0.5183229446411133,0.9998728153214069,1.0001272008565931,6.592273712158203e-05,0.09070707070707071,596.545275613468,54.11087449503982,9.098442926642916,0.30011977487362185,13,False,6.928203230275509,616.9256448978558,55.92902779462747,checkpoint
100,14,random_regular,1490,700,4950,0.1414141414141414,0.5182570219039917,0.5185219049453735,0.9994891574707732,1.0005111036226941,0.00026488304138183594,0.1414141414141414,42.13055641962325,5.957856463381065,6.423905745464868,0.5411495896096523,14,True,7.211102550927978,616.9919121835846,87.66179829835892,checkpoint
100,14,random_regular,11490,700,4950,0.1414141414141414,0.5182570219039917,0.5175328254699707,1.0013993246387094,0.9986026307345331,0.0007241964340209961,0.1414141414141414,40.38102110014029,5.710447428302667,6.2391815468700145,0.5543441752235704,14,True,7.211102550927978,618.3279265009332,87.65042640152387,checkpoint
100,14,random_regular,21490,700,4950,0.1414141414141414,0.5182570219039917,0.5183035135269165,0.9999103003901934,1.0000897076565485,4.649162292480469e-05,0.1414141414141414,42.285172868938886,5.979721415809539,6.19699792345911,0.5573572911814921,14,True,7.211102550927978,617.3280388058629,87.54661938874051,checkpoint
100,14,random_regular,31490,700,4950,0.1414141414141414,0.5182570219039917,0.5181074142456055,1.0002887579954902,0.9997113253616197,0.00014960765838623047,0.1414141414141414,39.23762004996848,5.548754350500593,6.324526030600488,0.5482481406713937,14,True,7.211102550927978,618.3575865987223,87.67736079753377,checkpoint
100,14,random_regular,41490,700,4950,0.1414141414141414,0.5182570219039917,0.5184668898582458,0.9995952143553245,1.0004049495624452,0.0002098679542541504,0.1414141414141414,40.125675330353154,5.674337925504486,6.530510756623747,0.5335349459554466,14,True,7.211102550927978,616.9659655017313,87.36534440540709,checkpoint
100,14,bernoulli,2288,652,4950,0.1317171717171717,0.5182570219039917,0.5205704569816589,0.9955559616443068,1.0044638759918159,0.0023134350776672363,0.1317171717171717,51.055983742639704,6.724949777818401,6.377198042821582,0.7101273616899282,22,True,9.16515138991168,618.5935163928661,81.68137569446117,checkpoint
100,14,bernoulli,12288,691,4950,0.1395959595959596,0.5182570219039917,0.5176281929016113,1.001214827575089,0.9987866464402737,0.0006288290023803711,0.1395959595959596,53.87453705818535,7.52066769842547,6.579564316776193,0.7139319862271221,23,True,9.38083151964686,618.5905771970283,86.44702528836206,checkpoint
100,14,bernoulli,22288,690,4950,0.1393939393939394,0.5182570219039917,0.5173829793930054,1.001689353043681,0.9983134960568885,0.0008740425109863281,0.1393939393939394,48.68660590760744,6.786617793181644,6.493767143933792,0.6907729931460099,21,True,8.94427190999916,617.5315285974648,86.31012450787239,checkpoint
100,14,bernoulli,32288,772,4950,0.15595959595959596,0.5182570219039917,0.5168542265892029,1.002714102434735,0.9972932439783736,0.0014027953147888184,0.15595959595959596,49.702699362664006,7.751612910702345,6.862484955442652,0.7360582709445134,26,True,10.0,616.3752740074415,96.51388649945147,checkpoint
100,14,bernoulli,42288,669,4950,0.13515151515151516,0.5182570219039917,0.5217138528823853,0.9933740862748898,1.0066701092938282,0.0034568309783935547,0.13515151515151516,125.27377020640185,16.930939852137946,6.574156120345373,0.7141671252023751,23,True,9.38083151964686,616.7653487005737,83.45175500726327,checkpoint
100,14,uniform,2409,700,4950,0.1414141414141414,0.5182570219039917,0.5224148631095886,0.9920411123434582,1.0080227397408368,0.004157841205596924,0.1414141414141414,48.55894291933318,6.866921220915802,6.097437942619454,0.7096458122562165,21,True,8.94427190999916,616.9571925129276,87.51373760751449,checkpoint
