iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean,iter_time_ms
0,2,50,full,1.0,0.23940370976924896,0.11999999731779099,0.20816665887832642,18.602022181773833,0.5783810797664855,0.1384665761564405,0.0,52446.18459796766
1,2,50,full,1.0,0.2875269949436188,0.11999999731779099,0.1899166703224182,18.658886253359487,0.456666969149201,0.13130408132948004,0.0,52415.429688000586
2,2,50,full,1.0,0.3290839195251465,0.11999999731779099,0.19058333337306976,18.711775879556725,0.3891094430729195,0.1280496606506832,0.0,52448.47003003815
3,2,50,full,1.0,0.37184062600135803,0.11999999731779099,0.20100000500679016,18.704585770696955,0.3429096054147791,0.12750772233931013,0.0,52477.03923599329
4,2,50,full,1.0,0.41171571612358093,0.11999999731779099,0.19958333671092987,19.570066292416648,0.305036109134003,0.12558816011565682,0.0,52683.37281298591
5,2,50,full,1.0,0.440396249294281,0.11999999731779099,0.20724999904632568,19.02949646680133,0.28181879421075184,0.12411193995105195,0.0,52536.48230002727
6,2,50,full,1.0,0.48132699728012085,0.11999999731779099,0.21258333325386047,18.77623714627353,0.2604384281017162,0.1253560465745537,0.0,52474.52803503256
7,2,50,full,1.0,0.5271906852722168,0.11999999731779099,0.21833333373069763,18.8445414362596,0.23848055032668292,0.12572472475081936,0.0,52626.63536798209
8,2,50,full,1.0,0.5767523646354675,0.11999999731779099,0.2161666601896286,19.32356551039481,0.21671099017063777,0.1249885760234089,0.0,52640.894673008006
9,2,50,full,1.0,0.6171718835830688,0.11999999731779099,0.21774999797344208,19.567088431385518,0.20093389247302657,0.12401074889325563,0.0,52676.33351503173
10,2,50,full,1.0,0.66597980260849,0.11999999731779099,0.21391665935516357,19.30951702460233,0.18696218337173814,0.12451303797716248,2.727412943126917e-10,52603.976182988845
11,2,50,full,1.0,0.7190261483192444,0.11999999731779099,0.22291666269302368,19.298680532611563,0.17299478749434152,0.12438777573136257,9.067113194931258e-09,52611.07975099003
12,2,50,full,1.0,0.7647069692611694,0.11999999731779099,0.20874999463558197,18.683864376335233,0.1614900694953071,0.12349258160953192,0.0,52439.81134099886
13,2,50,full,1.0,0.8032917976379395,0.11999999731779099,0.21141666173934937,18.761410518911564,0.15299362358119753,0.1228985229136824,1.1425236657992678e-09,52471.67273500236
14,2,50,full,1.0,0.8352469801902771,0.11999999731779099,0.21383333206176758,18.801470661829054,0.14677184135825547,0.1225907372714493,0.0,52635.91281604022
15,2,50,full,1.0,0.8967757821083069,0.11999999731779099,0.20291666686534882,19.307374350157463,0.1382871448441788,0.12401256247316317,0.0,52610.85280199768
16,2,50,full,1.0,0.9547621607780457,0.11999999731779099,0.1965833306312561,19.29857431548751,0.12961347136232587,0.12375003798383759,4.0828500377273524e-08,52610.607955022715
17,2,50,full,1.0,1.0236653089523315,0.11999999731779099,0.1941666603088379,18.680219991020515,0.12113883329762352,0.12400562121373677,2.814439565352384e-09,52440.26126299286
18,2,50,full,1.0,1.0749661922454834,0.11999999731779099,0.18416666984558105,18.684527509483612,0.11434691479360616,0.12291906759070155,0.0,52441.73632503953
