iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean
0,2,50,graph_p01,0.1,0.23491646349430084,0.14000000059604645,0.20816665887832642,1.9524847258623965,0.6847266554832458,0.16085356436640463,0.0
1,2,50,graph_p01,0.1,0.2834702730178833,0.14000000059604645,0.19333332777023315,1.9523055021030207,0.5431890187440095,0.1539779394436805,0.0
2,2,50,graph_p01,0.1,0.3288784921169281,0.14000000059604645,0.19216667115688324,1.9329894821297515,0.45753809644116294,0.1504744392436193,0.0
3,2,50,graph_p01,0.1,0.37562891840934753,0.14000000059604645,0.19858333468437195,1.9655482093286183,0.39752741544334974,0.14932279310104882,0.0
4,2,50,graph_p01,0.1,0.41660037636756897,0.14000000059604645,0.20033332705497742,1.9555495148610875,0.35292791470333384,0.14702990209603015,0.0
5,2,50,graph_p01,0.1,0.45528629422187805,0.14000000059604645,0.20808333158493042,1.9459731879005968,0.3214033344277629,0.14633053308217114,0.0
6,2,50,graph_p01,0.1,0.4980356693267822,0.14000000059604645,0.20766666531562805,1.9418793674385935,0.2933079822195901,0.1460778372436215,0.0
7,2,50,graph_p01,0.1,0.5470101833343506,0.14000000059604645,0.2108333259820938,1.945837555642895,0.2682862402112396,0.14675530544403378,0.0
8,2,50,graph_p01,0.1,0.5942468643188477,0.14000000059604645,0.20774999260902405,1.9704424433358427,0.24516901440090602,0.1456909180358808,6.530405816107532e-09
9,2,50,graph_p01,0.1,0.6477139592170715,0.14000000059604645,0.21375000476837158,1.9456431776267924,0.22498725183584073,0.14572738365996074,0.0
10,2,50,graph_p01,0.1,0.7089038491249084,0.14000000059604645,0.20483332872390747,1.966007939470863,0.2062089298058439,0.1461823040632908,4.6462648132198316e-11
11,2,50,graph_p01,0.1,0.7688559293746948,0.14000000059604645,0.20666666328907013,1.9669777914209083,0.1895019821546696,0.14569972260787534,0.0
12,2,50,graph_p01,0.1,0.8427208065986633,0.14000000059604645,0.20550000667572021,1.9560123373392142,0.17410701281494564,0.1467236022738948,0.0
13,2,50,graph_p01,0.1,0.8975667953491211,0.14000000059604645,0.20925000309944153,1.9606868441095922,0.16080004473527273,0.14432878084503406,1.5582815893611512e-09
14,2,50,graph_p01,0.1,0.9477764964103699,0.14000000059604645,0.2044166624546051,1.9560867092675633,0.15148538174452605,0.1435742843672143,0.0
15,2,50,graph_p01,0.1,1.0224943161010742,0.14000000059604645,0.20233333110809326,1.9555589358787984,0.14222005269041768,0.14541919551154736,0.0
16,2,50,graph_p01,0.1,1.0963126420974731,0.14000000059604645,0.1925833374261856,1.9497431959111795,0.13215700332765226,0.144885393489823,0.0
17,2,50,graph_p01,0.1,1.170314908027649,0.14000000059604645,0.19949999451637268,1.954010326018626,0.12364013813160084,0.14469789688601023,1.1980093328684199e-08
18,2,50,graph_p01,0.1,1.2606314420700073,0.14000000059604645,0.19116666913032532,1.9609722308814526,0.11493966733967817,0.1448965585894654,4.274096071128132e-09
19,2,50,graph_p01,0.1,1.2858765125274658,0.14000000059604645,0.19699999690055847,1.9626659658064858,0.1099868547309328,0.14142951318527686,5.3140932092603595e-08
20,2,50,graph_p01,0.1,1.3123942613601685,0.14000000059604645,0.20125000178813934,2.0456924073018685,0.10813174816193404,0.14191148575856516,1.3141303169576584e-08
21,2,50,graph_p01,0.1,1.3948974609375,0.14000000059604645,0.19741666316986084,2.025369477147857,0.10335460468022911,0.14416907564465065,6.495974807446064e-11
22,2,50,graph_p01,0.1,1.4276273250579834,0.14000000059604645,0.1979166716337204,2.0415902359807796,0.09930711832863313,0.14177355569872316,7.3739491506735135e-09
23,2,50,graph_p01,0.1,1.509735345840454,0.14000000059604645,0.20758333802223206,2.0274770366355637,0.0950986543463336,0.14357379980852378,1.0225189464688303e-09
24,2,50,graph_p01,0.1,1.5635924339294434,0.14000000059604645,0.210999995470047,1.9828024749316413,0.09100687542447337,0.14229766184926596,2.424039967053171e-07
25,2,50,graph_p01,0.1,1.6565988063812256,0.14000000059604645,0.19824999570846558,1.9949380327792217,0.08704031551325762,0.14419088278630784,3.6638641641332313e-07
26,2,50,graph_p01,0.1,1.6896055936813354,0.14000000059604645,0.2110833376646042,1.9958712734040562,0.08357325229379865,0.14120583455774371,1.9938800354987227e-07
27,2,50,graph_p01,0.1,1.7377296686172485,0.14000000059604645,0.20800000429153442,1.9873255094151117,0.08199721174659552,0.1424889875959498,2.460287916552136e-07
28,2,50,graph_p01,0.1,1.828084111213684,0.14000000059604645,0.21558333933353424,1.9950327847187441,0.07872293114110275,0.14391213960721888,8.170551597108256e-08
29,2,50,graph_p01,0.1,1.8464341163635254,0.14000000059604645,0.23383332788944244,1.9791922471658498,0.07650586995813581,0.1412630483927733,1.0129650500273684e-07
30,2,50,graph_p01,0.1,1.90310537815094,0.14000000059604645,0.23241665959358215,1.9741593754453655,0.07481797574846832,0.14238649202927667,3.8979961450097206e-07
31,2,50,graph_p01,0.1,1.9619723558425903,0.14000000059604645,0.2445833384990692,1.998974355498191,0.07273500343715703,0.14270406604581787,1.0836735763135267e-07
32,2,50,graph_p01,0.1,2.0415210723876953,0.14000000059604645,0.23800000548362732,1.9866956516462206,0.07012335779490295,0.14315831260487633,1.6205455151150926e-07
33,2,50,graph_p01,0.1,1.9823977947235107,0.14000000059604645,0.25566667318344116,1.9934705794892378,0.06985629995663961,0.13848297498158643,1.8552944937618762e-07
34,2,50,graph_p01,0.1,1.9503155946731567,0.14000000059604645,0.25858333706855774,2.023017948872789,0.07165238553727114,0.13974476490887328,2.660008391333932e-07
35,2,50,graph_p01,0.1,1.9444738626480103,0.14000000059604645,0.2762500047683716,2.119604801258969,0.07170354497653467,0.1394256690660777,2.3621540897338655e-07
36,2,50,graph_p01,0.1,1.959167242050171,0.14000000059604645,0.2633333206176758,4.951238393981907,0.07197003646029367,0.1410013378421638,1.6778050276210363e-07
37,2,50,graph_p01,0.1,1.9840658903121948,0.14000000059604645,0.2774166762828827,5.717016742737205,0.07127625260640073,0.14141678158563536,2.384251558699105e-07
38,2,50,graph_p01,0.1,2.0120553970336914,0.14000000059604645,0.29083332419395447,5.376317635118203,0.07047180621712296,0.1417931780378747,1.4926696683064616e-07
39,2,50,graph_p01,0.1,2.1181044578552246,0.14000000059604645,0.2745000123977661,4.0868680633138865,0.06805633185086427,0.14415041987859012,1.3911237185177043e-07
40,2,50,graph_p01,0.1,2.0666069984436035,0.14000000059604645,0.2902500033378601,3.372509629870937,0.06717843264341354,0.13883141904535065,2.976607005857314e-07
41,2,50,graph_p01,0.1,2.053401470184326,0.14000000059604645,0.2917500138282776,2.9534197791858956,0.06837800622538284,0.14040749851147413,1.4040810156063779e-07
42,2,50,graph_p01,0.1,2.120195150375366,0.14000000059604645,0.29725000262260437,2.6361666380479516,0.06711290969892784,0.1422924656712467,1.706366981639117e-07
43,2,50,graph_p01,0.1,2.0894083976745605,0.14000000059604645,0.3111666738986969,1.9997233951774736,0.06674449029895994,0.13945649852915515,1.9567663399991488e-07
44,2,50,graph_p01,0.1,2.1464459896087646,0.14000000059604645,0.29633334279060364,2.021388496763797,0.06641427190215499,0.14255464757716663,1.2628872211564416e-07
45,2,50,graph_p01,0.1,2.0677273273468018,0.14000000059604645,0.29083332419395447,2.0041943279836603,0.06691096899686036,0.13835363909406279,5.431916818031144e-08
46,2,50,graph_p01,0.1,2.1394591331481934,0.14000000059604645,0.29124999046325684,2.003912023846405,0.06676498389354459,0.142840954565536,1.057967086262447e-07
47,2,50,graph_p01,0.1,2.1203384399414062,0.14000000059604645,0.30799999833106995,2.0151191449258476,0.06589777279231283,0.13972558075806585,7.375775818585095e-08
48,2,50,graph_p01,0.1,2.2198681831359863,0.14000000059604645,0.3097499907016754,2.0001934265666126,0.06449024784896108,0.1431598493224627,1.390553792743949e-07
49,2,50,graph_p01,0.1,2.189870595932007,0.14000000059604645,0.29641667008399963,1.9832374691894208,0.063609505775902,0.13929658632041494,9.39954749459392e-08
50,2,50,graph_p01,0.1,2.284235954284668,0.14000000059604645,0.288916677236557,1.9946259202832286,0.0625117250200775,0.14279152985521748,1.0858728528300864e-07
51,2,50,graph_p01,0.1,2.333458185195923,0.14000000059604645,0.2787500023841858,1.9981525741362323,0.06068223832106149,0.14159946570629062,1.8418372761530987e-07
52,2,50,graph_p01,0.1,2.435493230819702,0.14000000059604645,0.296999990940094,1.9958068422662716,0.058630938510651945,0.142795253859299,5.4724205749408076e-08
53,2,50,graph_p01,0.1,2.3960351943969727,0.14000000059604645,0.30008333921432495,2.005063808152314,0.05801761240043022,0.13901224120631303,2.885110238556762e-07
54,2,50,graph_p01,0.1,2.4481124877929688,0.14000000059604645,0.28325000405311584,2.0024273665276944,0.05787134926628183,0.141675572824213,1.8866943424809565e-07
55,2,50,graph_p01,0.1,2.578061819076538,0.14000000059604645,0.28866666555404663,1.997011220427575,0.05556698724351548,0.1432551282136203,9.944875087731087e-08
56,2,50,graph_p01,0.1,2.5622007846832275,0.14000000059604645,0.27399998903274536,2.013430678009711,0.05454208054752262,0.13974776157711824,9.05682244655436e-08
57,2,50,graph_p01,0.1,2.5922181606292725,0.14000000059604645,0.28458333015441895,1.978255470102239,0.05446677213465726,0.14118975587831495,7.857903643599252e-08
58,2,50,graph_p01,0.1,2.6702561378479004,0.14000000059604645,0.28041666746139526,1.9943862360108782,0.05332070453851311,0.14237993856833903,4.1281675655004175e-07
59,2,50,graph_p01,0.1,2.703261375427246,0.14000000059604645,0.28166666626930237,1.9845821235018473,0.0522807359971382,0.14132849429997255,3.0773257769583854e-08
60,2,50,graph_p01,0.1,2.8787763118743896,0.14000000059604645,0.296833336353302,2.017747291312036,0.05012980815437105,0.144312504233611,5.461870365112101e-08
61,2,50,graph_p01,0.1,2.936060905456543,0.14000000059604645,0.2659166753292084,1.998218058185928,0.048149482933459456,0.14136981445887734,2.6899133082275633e-08
62,2,50,graph_p01,0.1,2.9618875980377197,0.14000000059604645,0.2773333191871643,2.0101683539838566,0.04740349032260754,0.14040381009023234,1.0185975338092188e-07
63,2,50,graph_p01,0.1,3.1413824558258057,0.14000000059604645,0.2719999849796295,1.9877977423473365,0.04579588991624338,0.1438624051318169,4.584145717275044e-08
64,2,50,graph_p01,0.1,3.3106513023376465,0.14000000059604645,0.28816667199134827,1.9959271327092278,0.04326279919456553,0.14322804249626045,5.4349141774185845e-08
65,2,50,graph_p01,0.1,3.3895790576934814,0.14000000059604645,0.28866666555404663,2.03541544830875,0.04175085742716436,0.14151783197586268,5.8852213112529864e-08
66,2,50,graph_p01,0.1,3.5313479900360107,0.14000000059604645,0.28208333253860474,2.037925217990522,0.040486619911260076,0.1429723438469802,1.5957118325952517e-07
67,2,50,graph_p01,0.1,3.657411575317383,0.14000000059604645,0.2848333418369293,2.0120562476761363,0.038776788060311915,0.1418226735054137,4.850971967389977e-08
68,2,50,graph_p01,0.1,3.7291760444641113,0.14000000059604645,0.2836666703224182,2.0282656642073698,0.037977022084373015,0.14162300099712835,2.6854699163591243e-08
69,2,50,graph_p01,0.1,3.7920429706573486,0.14000000059604645,0.2824166715145111,2.01009834676774,0.037408504980029886,0.14185465835232275,4.8992484746827826e-08
70,2,50,graph_p01,0.1,3.886465311050415,0.14000000059604645,0.2784999907016754,2.0269458214493676,0.03663452416658401,0.14237880736026687,3.592065618341186e-08
71,2,50,graph_p01,0.1,4.02634859085083,0.14000000059604645,0.26866665482521057,2.0358033282078662,0.03535621144153454,0.14235643211544657,8.661183591677182e-08
72,2,50,graph_p01,0.1,4.212607383728027,0.14000000059604645,0.29374998807907104,2.0187667420099453,0.033948753856950335,0.14301277116615432,6.716941332122565e-08
73,2,50,graph_p01,0.1,4.469000816345215,0.14000000059604645,0.2927500009536743,2.0152333002813436,0.03216124730253661,0.14372864044971645,1.0474668270080248e-07
74,2,50,graph_p01,0.1,4.509388446807861,0.14000000059604645,0.2914166748523712,2.0360009427855,0.031293610373029,0.14111504507504363,7.90600531557608e-08
75,2,50,graph_p01,0.1,4.588362693786621,0.14000000059604645,0.28075000643730164,2.0048714652485042,0.030859427354126064,0.1415942452232904,6.574309707103644e-07
76,2,50,graph_p01,0.1,4.781858921051025,0.14000000059604645,0.28066667914390564,2.037354745833134,0.029657702099669864,0.14181894736318007,1.6594838932562742e-07
77,2,50,graph_p01,0.1,4.908476829528809,0.14000000059604645,0.2904166579246521,2.0101199653085873,0.028876798241226763,0.1417410950780398,2.9558977761065014e-07
78,2,50,graph_p01,0.1,5.102295398712158,0.14000000059604645,0.2893333435058594,2.0265794773068695,0.02794861794207935,0.14260210472623555,2.828302448290679e-07
79,2,50,graph_p01,0.1,5.0085978507995605,0.14000000059604645,0.28841665387153625,2.051613862945319,0.027766873128712177,0.13907310107589188,1.0955762231580058e-07
80,2,50,graph_p01,0.1,5.110905647277832,0.14000000059604645,0.28575000166893005,2.038241900003481,0.027646447759535578,0.14129838598138195,6.88291879398763e-07
81,2,50,graph_p01,0.1,5.189671993255615,0.14000000059604645,0.28191667795181274,2.0309965218917503,0.02725421989129649,0.1414404616678915,1.1090641843421641e-07
82,2,50,graph_p01,0.1,5.2808942794799805,0.14000000059604645,0.28174999356269836,2.0142868719563856,0.02686936831170762,0.14189429341053741,8.603319700642534e-08
83,2,50,graph_p01,0.1,5.298756122589111,0.14000000059604645,0.2956666648387909,2.0102561179858944,0.026503369812336232,0.14043489306236004,1.4864910111362022e-07
84,2,50,graph_p01,0.1,5.358099937438965,0.14000000059604645,0.28575000166893005,2.0883645566990943,0.02630899881047231,0.1409662448804735,4.7614233686726695e-07
85,2,50,graph_p01,0.1,5.479360103607178,0.14000000059604645,0.2930833399295807,2.0406555390865027,0.025811828459026638,0.1414323030595429,1.8687400163810265e-07
86,2,50,graph_p01,0.1,5.564960479736328,0.14000000059604645,0.28075000643730164,2.030587704481419,0.02542947630777403,0.14151403067315377,9.455833661672394e-08
87,2,50,graph_p01,0.1,5.764854431152344,0.14000000059604645,0.2809999883174896,2.036846844755389,0.02473723478615284,0.1426065575714091,2.976042107494659e-07
88,2,50,graph_p01,0.1,5.7430877685546875,0.14000000059604645,0.28958332538604736,2.026035369986116,0.024304315937614,0.13958181958439972,1.533530962742973e-07
89,2,50,graph_p01,0.1,5.711311340332031,0.14000000059604645,0.2955833375453949,1.999565811301754,0.024454650379441403,0.1396681220359587,3.5484374806230527e-07
90,2,50,graph_p01,0.1,5.81182336807251,0.14000000059604645,0.29225000739097595,2.041604497288871,0.02428321228535087,0.14112974061186764,1.6831434929924454e-07
91,2,50,graph_p01,0.1,5.933605194091797,0.14000000059604645,0.2919999957084656,2.0299614711095475,0.023826754983100627,0.1413785571260785,3.195107429944645e-07
92,2,50,graph_p01,0.1,5.975643157958984,0.14000000059604645,0.2926666736602783,2.015866646844963,0.023589044285041313,0.1409597110846986,7.462047018252207e-08
93,2,50,graph_p01,0.1,5.938221454620361,0.14000000059604645,0.3057500123977661,2.0033962311033435,0.02346800102127923,0.13935818716161288,4.005713877817283e-07
94,2,50,graph_p01,0.1,5.9383463859558105,0.14000000059604645,0.2994999885559082,2.0127667698371052,0.02365188542753458,0.14045308834964088,1.5274737257100326e-07
95,2,50,graph_p01,0.1,6.095148086547852,0.14000000059604645,0.3084999918937683,2.017123806204095,0.023338685502056724,0.14225274428040313,1.354600788902902e-07
96,2,50,graph_p01,0.1,6.111786842346191,0.14000000059604645,0.2944166660308838,2.0236262784304992,0.022975523528401497,0.1404215023968996,1.9390227651829274e-07
97,2,50,graph_p01,0.1,6.211051940917969,0.14000000059604645,0.30533334612846375,2.0325675309221776,0.0227503125452333,0.14130337289056172,1.7311168464180156e-07
98,2,50,graph_p01,0.1,6.203392028808594,0.14000000059604645,0.30125001072883606,2.0164615440147893,0.022701137099001144,0.14082405292483474,1.9092291497462872e-07
99,2,50,graph_p01,0.1,6.200113773345947,0.14000000059604645,0.304666668176651,2.0286109690830387,0.022480144020583896,0.13937945056882275,2.325054722682699e-07
100,2,50,graph_p01,0.1,6.226689338684082,0.14000000059604645,0.304666668176651,2.029020849753309,0.022466296688825996,0.13989065007202633,1.4880164561061318e-07
101,2,50,graph_p01,0.1,6.1993255615234375,0.14000000059604645,0.3074166774749756,2.029571250831294,0.022567110101657885,0.1399008625029215,6.557530289638989e-08
102,2,50,graph_p01,0.1,6.327925682067871,0.14000000059604645,0.3072499930858612,2.0309239509515464,0.022351827203399604,0.14144070140153564,9.463746446289745e-08
103,2,50,graph_p01,0.1,6.3291826248168945,0.14000000059604645,0.3006666600704193,2.0272145409964852,0.022181614260706636,0.1403914875692551,1.2926665472520235e-07
104,2,50,graph_p01,0.1,6.399781227111816,0.14000000059604645,0.3136666715145111,2.012859688666477,0.021985241412012666,0.14070073526211993,3.8726741179152246e-07
105,2,50,graph_p01,0.1,6.372235298156738,0.14000000059604645,0.304666668176651,2.040210217711757,0.021882603841799277,0.1394411006162936,2.0537820892830561e-07
106,2,50,graph_p01,0.1,6.410182476043701,0.14000000059604645,0.30941665172576904,2.045821486239287,0.021884253510722408,0.14028205835573063,2.088327482159587e-07
107,2,50,graph_p01,0.1,6.439912796020508,0.14000000059604645,0.31216666102409363,2.030858728836325,0.02189616141495881,0.14100937007992376,1.511033716294496e-07
108,2,50,graph_p01,0.1,6.444115161895752,0.14000000059604645,0.312416672706604,2.0421397514399833,0.021855956571245633,0.14084230111849907,3.880118266629962e-06
109,2,50,graph_p01,0.1,6.288857460021973,0.14000000059604645,0.3070833384990692,2.0173994397434094,0.02200635788893258,0.13839484797772705,5.135915453369222e-07
110,2,50,graph_p01,0.1,6.36956787109375,0.14000000059604645,0.32208332419395447,2.0180171047320106,0.022063936051671153,0.14053773818459167,4.192548228949462e-07
111,2,50,graph_p01,0.1,6.425311088562012,0.14000000059604645,0.3163333237171173,2.022929036239576,0.022008534293207857,0.14141167943714575,1.0644655913407933e-06
112,2,50,graph_p01,0.1,6.230648040771484,0.14000000059604645,0.32100000977516174,2.0113711376864187,0.022120449802389853,0.1378247372222443,5.405344181076122e-07
113,2,50,graph_p01,0.1,6.294294834136963,0.14000000059604645,0.31941667199134827,2.038484903406007,0.02255217886219422,0.1419500629108419,6.393413859958248e-07
114,2,50,graph_p01,0.1,6.130640983581543,0.14000000059604645,0.31424999237060547,2.0401219115161373,0.022625636902672275,0.1387096568751576,1.5580143393826255e-06
