iter,seed,n_agents,estimator,p,snd_t,snd_des,reward_mean,metric_time_ms,scaling_ratio_mean,applied_snd,out_loc_norm_mean,iter_time_ms
0,0,50,expander,nan,0.24422165751457214,0.10000000149011612,0.21533332765102386,1.9534605930352376,0.47990089334823466,0.11720219161622977,0.0,47348.128890036605
1,0,50,expander,nan,0.29348239302635193,0.10000000149011612,0.19499999284744263,1.8089884107380554,0.37201487951808504,0.10917981708237759,0.0,47366.85406009201
2,0,50,expander,nan,0.3367229402065277,0.10000000149011612,0.1977500021457672,1.8107019356210474,0.316932647868439,0.10671849303770088,0.0,47425.02588906791
3,0,50,expander,nan,0.37288063764572144,0.10000000149011612,0.1977500021457672,1.8072221992985793,0.2811685577586845,0.10484231110298613,0.0,47446.5584019199
4,0,50,expander,nan,0.40214529633522034,0.10000000149011612,0.2018333375453949,1.8105185681229665,0.25763159184544177,0.10360533284799972,0.0,47428.79028595053
5,0,50,expander,nan,0.4306841790676117,0.10000000149011612,0.19724999368190765,1.817429680549712,0.23976590153243807,0.10326338046990391,0.0,47459.79783893563
6,0,50,expander,nan,0.4510895311832428,0.10000000149011612,0.210916668176651,1.8085956836498722,0.22692818956242666,0.10236493064197709,0.0,47420.207467046566
7,0,50,expander,nan,0.4863358438014984,0.10000000149011612,0.2212499976158142,1.8106492520827386,0.21354973702519028,0.103856891549734,0.0,47440.55522407871
8,0,50,expander,nan,0.5202507376670837,0.10000000149011612,0.21966665983200073,1.813898682249365,0.198577982628787,0.10331034194706779,0.0,47422.9381949408
9,0,50,expander,nan,0.5621355175971985,0.10000000149011612,0.22724999487400055,1.8194740306137613,0.18470880455440944,0.10383137945295272,0.0,47453.58839293476
10,0,50,expander,nan,0.6032931804656982,0.10000000149011612,0.22949999570846558,1.8182587805549029,0.171838678309211,0.10366910276418591,0.0,47432.69769800827
11,0,50,expander,nan,0.6686397194862366,0.10000000149011612,0.22474999725818634,1.816752827640071,0.15714410918730276,0.10507279308591265,0.0,47484.43152301479
12,0,50,expander,nan,0.7139201760292053,0.10000000149011612,0.22824999690055847,1.814813197038516,0.1443285318988341,0.10303905089925242,0.0,47447.35800102353
13,0,50,expander,nan,0.7441501021385193,0.10000000149011612,0.22583332657814026,1.8131343932408426,0.13709196039923915,0.10201699633346366,1.2981774207050708e-09,47445.90774003882
14,0,50,expander,nan,0.7812283635139465,0.10000000149011612,0.234333336353302,1.8237695373870708,0.131140461674443,0.10245064826438852,0.0,47413.78845309373
